full_name,url,clone_url,commit_sha,status,klass,stars,license,language,detected_tools,component_count,total_tokens,always_loaded,findings_total,findings_file,findings_file_fs,findings_pairwise,findings_setup,scan_seconds
yohey-w/kagemusha,https://github.com/yohey-w/kagemusha,https://github.com/yohey-w/kagemusha.git,71cb7f9aac0f5e49b5e2fe451e64f128780ac76a,ok,INSTRUCTION_ONLY,4,MIT,Shell,,1,824,824,2,2,0,0,0,2.07
YoloFS/YoloFS,https://github.com/YoloFS/YoloFS,https://github.com/YoloFS/YoloFS.git,b8b6922b1141fe89f864e727f0ad3f8da961dbfa,ok,INSTRUCTION_ONLY,2,GPL-2.0,Rust,OpenCode,1,1052,1052,0,0,0,0,0,11.09
yusufkaraaslan/Skill_Seekers,https://github.com/yusufkaraaslan/Skill_Seekers,https://github.com/yusufkaraaslan/Skill_Seekers.git,f3972efa33fa79634b96936acf1fac321cdcf7c1,ok,INSTRUCTION_ONLY,14779,MIT,Python,Claude Code|OpenCode,5,9584,8764,6,5,0,0,1,24.14
yusuken10121990-hub/ai-ops-orchestrator,https://github.com/yusuken10121990-hub/ai-ops-orchestrator,https://github.com/yusuken10121990-hub/ai-ops-orchestrator.git,600ce6d5484e3b2ee201bcd326c0b72833201751,ok,INSTRUCTION_ONLY,0,,JavaScript,Claude Code,1,3321,3321,8,8,0,0,0,12.43
yuuichieguchi/Calyx,https://github.com/yuuichieguchi/Calyx,https://github.com/yuuichieguchi/Calyx.git,7d038c6c7ff48c32f7ffe9f9f418fd9dad558051,ok,INSTRUCTION_ONLY,292,MIT,Swift,,0,0,0,0,0,0,0,0,12.56
yvgude/lean-ctx,https://github.com/yvgude/lean-ctx,https://github.com/yvgude/lean-ctx.git,9dad11dfcb3ad334f68e6d68439e1e626e85d1e5,ok,INSTRUCTION_ONLY,3589,Apache-2.0,Rust,Cursor|Windsurf|Cline|Copilot|OpenCode|Codex CLI,9,5682,3363,4,4,0,0,0,22.67
ZanzyTHEbar/cursor-rules,https://github.com/ZanzyTHEbar/cursor-rules,https://github.com/ZanzyTHEbar/cursor-rules.git,d26657213c5d4deae66af6bf72035881fab4dfff,ok,INSTRUCTION_ONLY,3,MIT,Go,OpenCode,1,865,865,0,0,0,0,0,10.67
zimodzh/skill-loomery-skills,https://github.com/zimodzh/skill-loomery-skills,https://github.com/zimodzh/skill-loomery-skills.git,b547ab75f55697ace00dd1301c94e2dae20cd174,ok,INSTRUCTION_ONLY,0,MIT,,,1,1155,0,3,3,0,0,0,11.17
ZToolsCenter/ZTools,https://github.com/ZToolsCenter/ZTools,https://github.com/ZToolsCenter/ZTools.git,8b4619c9969377f274fe2cfc71e2df36aca76619,ok,INSTRUCTION_ONLY,3557,MIT,TypeScript,OpenCode,1,197,197,0,0,0,0,0,14.23
adobe/spacecat-api-service,https://github.com/adobe/spacecat-api-service,https://github.com/adobe/spacecat-api-service.git,14623fb73367bb7fc9b7cfe4f97d2a490ca8209a,ok,SETUP,10,Apache-2.0,JavaScript,Claude Code|Cursor|Copilot|OpenCode,12,24036,12493,17,13,3,0,1,18.69
ahundt/autorun,https://github.com/ahundt/autorun,https://github.com/ahundt/autorun.git,3a02259f7a203069c733abc160069aed0eb1e91b,ok,SETUP,12,NOASSERTION,Python,Claude Code|Gemini CLI|OpenCode,73,86432,9549,58,40,12,5,1,24.29
alirezarezvani/claude-code-skill-factory,https://github.com/alirezarezvani/claude-code-skill-factory,https://github.com/alirezarezvani/claude-code-skill-factory.git,ba18b31703542d9d7eda5f9ba94f0df65a59dddf,ok,SETUP,852,MIT,Python,Claude Code,27,51885,16221,7,7,0,0,0,16.12
amIT-nitb/claude-callout,https://github.com/amIT-nitb/claude-callout,https://github.com/amIT-nitb/claude-callout.git,1faa3414120bff900747557bb2c7c33c9caad6a3,ok,SETUP,1,MIT,Shell,,10,3005,0,0,0,0,0,0,10.32
AndreRatzenberger/cursor-rules,https://github.com/AndreRatzenberger/cursor-rules,https://github.com/AndreRatzenberger/cursor-rules.git,2359f31859717218e2a4b02ba61fab8f64e67254,ok,SETUP,42,,,Cursor|Copilot,10,16288,14760,0,0,0,0,0,11.42
anmoln7/agent-standard-oss,https://github.com/anmoln7/agent-standard-oss,https://github.com/anmoln7/agent-standard-oss.git,16cb7a5fbb0680131f14e5409be62b9d9c2dc224,ok,SETUP,18,MIT,Shell,Claude Code|OpenCode,4,1775,1214,0,0,0,0,0,11.17
anthropics/claude-agent-sdk-typescript,https://github.com/anthropics/claude-agent-sdk-typescript,https://github.com/anthropics/claude-agent-sdk-typescript.git,a616205d6cb7c2f5907120f660f6391310918369,ok,SETUP,1705,,Shell,Claude Code,1,697,0,0,0,0,0,0,10.92
apify/agent-skills,https://github.com/apify/agent-skills,https://github.com/apify/agent-skills.git,dd6bb07579560f0cffec795181c6f49407301615,ok,SETUP,2350,,Python,,6,16084,0,14,9,3,1,1,13.66
Apra-Labs/apra-fleet,https://github.com/Apra-Labs/apra-fleet,https://github.com/Apra-Labs/apra-fleet.git,94bc13682e73b6dd89aa6ac5863054973603dea7,ok,SETUP,70,NOASSERTION,JavaScript,Claude Code|Gemini CLI|OpenCode,6,8448,3974,15,13,0,0,2,21.37
asklokesh/loki-mode,https://github.com/asklokesh/loki-mode,https://github.com/asklokesh/loki-mode.git,2660f56307848fd2df06bfc716f1850792b6c983,ok,SETUP,1044,NOASSERTION,Shell,Claude Code,11,9963,8583,9,9,0,0,0,27.78
athola/claude-night-market,https://github.com/athola/claude-night-market,https://github.com/athola/claude-night-market.git,90037391d2db6536f67a7ccc8dee7c6819f170b7,ok,SETUP,329,MIT,Python,Claude Code,31,73470,15,50,30,14,3,3,6.32
beer-sakthai/Sak-Family-Agent,https://github.com/beer-sakthai/Sak-Family-Agent,https://github.com/beer-sakthai/Sak-Family-Agent.git,4d6cd1232c446570da774ffbb5fe73107fb279aa,ok,SETUP,0,NOASSERTION,Python,Claude Code|Copilot|OpenCode,29,56930,18126,28,26,2,0,0,25.43
ben500500/clip-workflow,https://github.com/ben500500/clip-workflow,https://github.com/ben500500/clip-workflow.git,6de9c1779f38a56120d13a4f8fbf3f39d7d802fb,ok,SETUP,0,MIT,Python,Claude Code|OpenCode|Codex CLI,5,4069,1775,9,9,0,0,0,11.91
binqi20/management-research-notes,https://github.com/binqi20/management-research-notes,https://github.com/binqi20/management-research-notes.git,b06daa5de6a7984a32335ca978f27dc6260a56e0,ok,SETUP,1,MIT,TeX,Claude Code|OpenCode,5,17539,7153,0,0,0,0,0,17.64
Borda/AI-Rig,https://github.com/Borda/AI-Rig,https://github.com/Borda/AI-Rig.git,d3cce3e08afb64c442d41ea9eddeed7a640d14c8,ok,SETUP,25,Apache-2.0,Python,Claude Code|OpenCode|Codex CLI,5,8263,8148,9,9,0,0,0,16.54
burhankhatri/switchboard,https://github.com/burhankhatri/switchboard,https://github.com/burhankhatri/switchboard.git,dcb7a6b65584e7adc4fb4c1ad0b44adc8ddb54ed,ok,SETUP,0,Apache-2.0,TypeScript,Claude Code|OpenCode,15,32614,1402,11,8,2,0,1,15.89
butterbase-ai/butterbase-skills,https://github.com/butterbase-ai/butterbase-skills,https://github.com/butterbase-ai/butterbase-skills.git,a9e109945321fc893d1494e6078cb0c05f7d41f7,ok,SETUP,532,MIT,,Claude Code,75,66487,3355,87,52,32,0,3,35.67
cacardinal/laila,https://github.com/cacardinal/laila,https://github.com/cacardinal/laila.git,5218e22edc047952c3d3eb68ef6b2b29b1abafbb,ok,SETUP,1,MIT,Python,Claude Code|OpenCode,32,56598,2298,69,51,16,0,2,20.02
ChrisWiles/claude-code-showcase,https://github.com/ChrisWiles/claude-code-showcase,https://github.com/ChrisWiles/claude-code-showcase.git,a95518f0cb67e86230119da40429169bc4c35a6f,ok,SETUP,6026,,JavaScript,Claude Code,17,14071,1410,15,14,0,0,1,11.93
davila7/claude-code-cli-training,https://github.com/davila7/claude-code-cli-training,https://github.com/davila7/claude-code-cli-training.git,64373329a5714586b0811e4873ab210e0d219479,ok,SETUP,14,MIT,JavaScript,Claude Code,3,9102,3545,2,2,0,0,0,2.64
deanpeters/Product-Manager-Skills,https://github.com/deanpeters/Product-Manager-Skills,https://github.com/deanpeters/Product-Manager-Skills.git,a03af68414bb0b924746c97bddf9a5057d017af7,ok,SETUP,6520,NOASSERTION,Shell,Claude Code|OpenCode,86,341437,13263,227,188,29,6,4,106.93
Digital-Process-Tools/claude-jit-context,https://github.com/Digital-Process-Tools/claude-jit-context,https://github.com/Digital-Process-Tools/claude-jit-context.git,19f6c46c86c727b8679d33db9be43fde9766b8fc,ok,SETUP,1,NOASSERTION,Shell,Claude Code,3,4507,3260,2,2,0,0,0,2.38
dotcomjack/claude-session-tint,https://github.com/dotcomjack/claude-session-tint,https://github.com/dotcomjack/claude-session-tint.git,3a0a9c1ee0a0ba0206aa521cf331901191a97dd5,ok,SETUP,3,MIT,Shell,,1,163,0,0,0,0,0,0,12.53
e1roy/easyCcHooks,https://github.com/e1roy/easyCcHooks,https://github.com/e1roy/easyCcHooks.git,31434ad53798e56fa34dbc14a6ea37420814c40b,ok,SETUP,1,,Python,Claude Code,2,983,983,10,10,0,0,0,11.97
ecodelearn/template-claude-code-open,https://github.com/ecodelearn/template-claude-code-open,https://github.com/ecodelearn/template-claude-code-open.git,2303dcd8476b0836d29a3f38ab49a5f1990b5fcc,ok,SETUP,25,WTFPL,Shell,Claude Code|OpenCode,18,9807,1594,30,27,1,0,2,12.44
Eigenwise/atomic-agents,https://github.com/Eigenwise/atomic-agents,https://github.com/Eigenwise/atomic-agents.git,f9be26e5e26d090f6af05ddfe2cafc84397d322f,ok,SETUP,6185,MIT,Python,Claude Code|OpenCode,3,4386,3767,2,2,0,0,0,12.34
filippolmt/skills,https://github.com/filippolmt/skills,https://github.com/filippolmt/skills.git,bbea94d24322146450f3b80736ed843ab7fd1b2d,ok,SETUP,0,MIT,JavaScript,Claude Code,3,2541,1143,3,2,1,0,0,9.67
fiorastudio/buddy,https://github.com/fiorastudio/buddy,https://github.com/fiorastudio/buddy.git,8988863f55d8c20e4b4e01fb472363199575dfa2,ok,SETUP,103,MIT,TypeScript,Claude Code|Codex CLI,1,159,0,0,0,0,0,0,12.95
FlorianBruniaux/claude-code-ultimate-guide,https://github.com/FlorianBruniaux/claude-code-ultimate-guide,https://github.com/FlorianBruniaux/claude-code-ultimate-guide.git,0bc25f0a0627ee9ae0dcb2ef63857cb70e5a5c09,ok,SETUP,5753,CC-BY-SA-4.0,Python,Claude Code|Copilot|OpenCode|Codex CLI,33,46460,6946,12,9,0,1,2,20.15
fynnfluegge/agtx,https://github.com/fynnfluegge/agtx,https://github.com/fynnfluegge/agtx.git,6f0d8dec975b4f62ff9a48ec52dbf8cdff92bb04,ok,SETUP,1242,Apache-2.0,Rust,Claude Code|OpenCode|Codex CLI,6,9253,6051,4,4,0,0,0,13.63
GeonwooKim-fitogether/Hardware-Team-System,https://github.com/GeonwooKim-fitogether/Hardware-Team-System,https://github.com/GeonwooKim-fitogether/Hardware-Team-System.git,0e6e33b29891534098eac9cfc6a21757dbbddb36,ok,SETUP,0,,HTML,Claude Code,40,79353,2027,79,69,8,0,2,42.42
glowbom/glowbom-oss,https://github.com/glowbom/glowbom-oss,https://github.com/glowbom/glowbom-oss.git,b38ba3d83505ce036983d30cf8fef233818d7051,ok,SETUP,161,MIT,Go,Claude Code|OpenCode,2,222,222,2,2,0,0,0,18.06
GuillaumeLessard/qector-claude-plugin,https://github.com/GuillaumeLessard/qector-claude-plugin,https://github.com/GuillaumeLessard/qector-claude-plugin.git,c806f38b9776a9a50278c77b3a8807025575452c,ok,SETUP,0,NOASSERTION,Python,,11,7452,0,20,18,1,0,1,12.04
h0x91b/dev-3.0,https://github.com/h0x91b/dev-3.0,https://github.com/h0x91b/dev-3.0.git,3ade7b63239e0764a154932877dfb3bbe3f60d04,ok,SETUP,246,Apache-2.0,TypeScript,Claude Code|OpenCode,6,19082,10272,15,14,0,0,1,19.41
halflength-ampleness75/claude-code-recipes,https://github.com/halflength-ampleness75/claude-code-recipes,https://github.com/halflength-ampleness75/claude-code-recipes.git,452f83b4c0cccec6fe73b34c18ce53c4219c5604,ok,SETUP,2,MIT,Shell,Claude Code,19,23359,463,15,14,0,0,1,26.35
HaraldBregu/friday,https://github.com/HaraldBregu/friday,https://github.com/HaraldBregu/friday.git,926efe69c552dc4e8eabf4c09d055ea17a45182e,ok,SETUP,10,MIT,TypeScript,Claude Code|OpenCode|Codex CLI,9,18241,2355,25,18,5,0,2,25.19
henriblancke/anton,https://github.com/henriblancke/anton,https://github.com/henriblancke/anton.git,0292144609214d23d7e91c6ce065e2964232a38d,ok,SETUP,0,,TypeScript,Claude Code|OpenCode,10,23730,1316,32,29,0,2,1,17.19
henrygoldsmith07-wq/Claude-Code,https://github.com/henrygoldsmith07-wq/Claude-Code,https://github.com/henrygoldsmith07-wq/Claude-Code.git,bc0cc2da032e5763fd45eb4f9582695a265d5253,ok,SETUP,0,MIT,TypeScript,Claude Code,23,24116,3548,51,43,5,0,3,24.03
hex/claude-sessions,https://github.com/hex/claude-sessions,https://github.com/hex/claude-sessions.git,b26470fe2544694048b0fc7011c695ca658e04ef,ok,SETUP,33,MIT,Shell,Claude Code,10,13945,0,15,11,3,0,1,10.77
himkt/cafleet,https://github.com/himkt/cafleet,https://github.com/himkt/cafleet.git,1a23c657c72f624f53e5fc0b4ffdfc8ab803141c,ok,SETUP,47,MIT,Rust,Claude Code,19,32453,797,37,33,2,1,1,20.62
hyhmrright/brooks-lint,https://github.com/hyhmrright/brooks-lint,https://github.com/hyhmrright/brooks-lint.git,d4b5c40804e65cf8176a2845b233f2586f3e7c37,ok,SETUP,1378,MIT,JavaScript,Claude Code|Gemini CLI|OpenCode,23,15298,4865,31,29,1,0,1,14.88
iamironz/ai-config-bundle,https://github.com/iamironz/ai-config-bundle,https://github.com/iamironz/ai-config-bundle.git,a7ae0f4e4b23d8abee4b2847365abec47a1db886,ok,SETUP,2,MIT,JavaScript,Cursor|OpenCode,47,14221,608,20,20,0,0,0,15.05
Idun-Group/idun-agent-platform,https://github.com/Idun-Group/idun-agent-platform,https://github.com/Idun-Group/idun-agent-platform.git,bcc86e7de172195a3aed9ac2bfbd0ab72c1ade71,ok,SETUP,198,GPL-3.0,Python,Claude Code|Cursor,11,24472,20965,2,2,0,0,0,25.76
Imbad0202/academic-research-skills,https://github.com/Imbad0202/academic-research-skills,https://github.com/Imbad0202/academic-research-skills.git,2b639c12ee4e7c694a32336cc59dc2616e0d89fe,ok,SETUP,42903,NOASSERTION,Python,Claude Code|Copilot,18,20101,16862,0,0,0,0,0,21.41
ISAAC-DOE/isaac-metadata-assistant,https://github.com/ISAAC-DOE/isaac-metadata-assistant,https://github.com/ISAAC-DOE/isaac-metadata-assistant.git,8d5402848368cafe073906a89d74b956228d952a,ok,SETUP,0,,TypeScript,Claude Code|OpenCode,11,31859,22063,16,12,3,0,1,3.82
jaemk/mind,https://github.com/jaemk/mind,https://github.com/jaemk/mind.git,92ed973c04b001d9bcfdc64a67bc1664934499ed,ok,SETUP,1,MIT,Rust,Claude Code,3,5981,4246,4,4,0,0,0,12.44
jedimasterjonny/lex-imperialis,https://github.com/jedimasterjonny/lex-imperialis,https://github.com/jedimasterjonny/lex-imperialis.git,eaf56a56c8fccf07f9638a274184e16c1bc25568,ok,SETUP,0,GPL-3.0,Shell,Claude Code,10,23881,5058,25,21,2,1,1,14.02
Jeong-minsu/BESS_Biz,https://github.com/Jeong-minsu/BESS_Biz,https://github.com/Jeong-minsu/BESS_Biz.git,20d2efbf1f283141123e8b41aef2cb397de1f51e,ok,SETUP,0,,HTML,Claude Code,17,29275,1539,15,13,2,0,0,36.02
jezweb/claude-skills,https://github.com/jezweb/claude-skills,https://github.com/jezweb/claude-skills.git,e875a6bfff809e5d42c584104031e36e1f014f18,ok,SETUP,969,MIT,Python,Claude Code,2,2572,2572,3,3,0,0,0,11.24
jianshuo/claude-skills,https://github.com/jianshuo/claude-skills,https://github.com/jianshuo/claude-skills.git,25922c1584117732de0ab4d8309ca7ed1b43d8bc,ok,SETUP,122,MIT,Python,Claude Code,2,1051,12,1,1,0,0,0,12.48
josheche/statusmon,https://github.com/josheche/statusmon,https://github.com/josheche/statusmon.git,b3b3292ab1013f7856dba458f48004b7d4c85124,ok,SETUP,6,MIT,JavaScript,,2,347,0,0,0,0,0,0,11.45
KangaKode/universal-agent-workflow-template,https://github.com/KangaKode/universal-agent-workflow-template,https://github.com/KangaKode/universal-agent-workflow-template.git,89ab07ecb0343669063bee86046b79eea638cf95,ok,SETUP,0,MIT,Python,Cursor|OpenCode,11,6790,4324,5,5,0,0,0,11.14
kdorepos/the-full-picture,https://github.com/kdorepos/the-full-picture,https://github.com/kdorepos/the-full-picture.git,a3029c8208baec302c01aa12ad885933d7d6df8d,ok,SETUP,4,,Astro,Claude Code,7,6966,1969,4,4,0,0,0,11.41
kterto/my-skills,https://github.com/kterto/my-skills,https://github.com/kterto/my-skills.git,02982b2ec1ccacef5179a4831f038abf72f2f86c,ok,SETUP,0,MIT,HTML,Claude Code|OpenCode,13,25847,0,14,14,0,0,0,16.41
LazyIsEfficient/agentic-os,https://github.com/LazyIsEfficient/agentic-os,https://github.com/LazyIsEfficient/agentic-os.git,7c297795cbb0817c92ee23cb80276e627c7f5be5,ok,SETUP,15,MIT,Python,Claude Code,72,82484,4333,96,87,6,0,3,49.22
leiting-eric/DailyBrief,https://github.com/leiting-eric/DailyBrief,https://github.com/leiting-eric/DailyBrief.git,c9cebf94f87e8dc7a99ecb413884d74e44bf3f3b,ok,SETUP,324,MIT,TypeScript,Claude Code|OpenCode,5,5933,1524,6,5,1,0,0,12.52
logistex/Study03_QuizGame,https://github.com/logistex/Study03_QuizGame,https://github.com/logistex/Study03_QuizGame.git,91ae504e0286964278d9c4a32985ac6fd194551f,ok,SETUP,0,,JavaScript,Claude Code,8,3718,1844,4,3,0,0,1,11.48
luisabwk/kraken,https://github.com/luisabwk/kraken,https://github.com/luisabwk/kraken.git,95515bf19aafd4ccbbb3bdf70ad68fab5fc47274,ok,SETUP,1,,,Claude Code|Cursor|OpenCode,49,63320,5786,66,58,4,0,4,3.58
lukas-grigis/ralphctl,https://github.com/lukas-grigis/ralphctl,https://github.com/lukas-grigis/ralphctl.git,86d131d44ee28444c43ea240c14b50f6585181d2,ok,SETUP,22,MIT,TypeScript,Claude Code,18,35744,2451,30,23,6,0,1,34.24
lwalden/AIAgentMinder,https://github.com/lwalden/AIAgentMinder,https://github.com/lwalden/AIAgentMinder.git,a1c844dabadb8e48b0960847e9f6f68cfbcc776a,ok,SETUP,4,MIT,JavaScript,Claude Code,19,23642,1829,51,49,1,0,1,15.5
M-A-Operating-System/ai-coding-standards2,https://github.com/M-A-Operating-System/ai-coding-standards2,https://github.com/M-A-Operating-System/ai-coding-standards2.git,6ed6e8309e64c4d7622fe079802d0606166243d7,ok,SETUP,3,,Python,Claude Code,29,14642,1423,9,8,1,0,0,15.44
mettadata/metta,https://github.com/mettadata/metta,https://github.com/mettadata/metta.git,976d9790875b72e2ad24851744943584dabf8066,ok,SETUP,2,,TypeScript,Claude Code,40,49866,8186,121,113,2,4,2,31.26
mikeyobrien/ralph-orchestrator,https://github.com/mikeyobrien/ralph-orchestrator,https://github.com/mikeyobrien/ralph-orchestrator.git,674c513fd1af8de6a8a97ab17456cd0116f81ac7,ok,SETUP,3099,MIT,Rust,Claude Code|OpenCode,21,28765,2801,52,43,8,0,1,20.98
mmnto-ai/totem,https://github.com/mmnto-ai/totem,https://github.com/mmnto-ai/totem.git,be09dbf23d4121f65b79827326b94fe8fa0891b8,ok,SETUP,16,Apache-2.0,TypeScript,Claude Code|Copilot|Gemini CLI|OpenCode,17,171395,160735,18,15,2,0,1,17.77
msg-life-slovakia/context-mode,https://github.com/msg-life-slovakia/context-mode,https://github.com/msg-life-slovakia/context-mode.git,9884e6d213c515966861b93fa366143574653d08,ok,SETUP,0,NOASSERTION,TypeScript,Claude Code,12,14868,2371,21,18,1,0,2,2.53
Neetx/ai-research-radar,https://github.com/Neetx/ai-research-radar,https://github.com/Neetx/ai-research-radar.git,b043a327f23d2f976d4aa835502b5c57b8b09912,ok,SETUP,3,,,Claude Code|OpenCode,14,15847,2989,27,22,4,0,1,15.63
nimbalyst/nimbalyst,https://github.com/nimbalyst/nimbalyst,https://github.com/nimbalyst/nimbalyst.git,717c47a3bd721b8f4db2e608395264d4574ecfbb,ok,SETUP,1507,MIT,TypeScript,Claude Code|OpenCode,52,60006,13136,2,2,0,0,0,28.4
notlikeDev/CCPlugins,https://github.com/notlikeDev/CCPlugins,https://github.com/notlikeDev/CCPlugins.git,b02d67e33091abff7cef3c98465fc1fa5f96ba46,ok,SETUP,2778,MIT,Python,,24,24021,0,0,0,0,0,0,8.85
nth5693/gemini-kit,https://github.com/nth5693/gemini-kit,https://github.com/nth5693/gemini-kit.git,f3db206869f6f98b43c1207836a51f425527b763,ok,SETUP,373,MIT,Shell,Gemini CLI,17,10324,1445,45,41,3,0,1,2.59
nyldn/claude-octopus,https://github.com/nyldn/claude-octopus,https://github.com/nyldn/claude-octopus.git,5179f0ae314361eca615ec0751ec7d353974c25a,ok,SETUP,3982,MIT,Shell,Claude Code|Copilot|OpenCode,207,447666,13822,327,280,32,11,4,119.7
oaustegard/claude-skills,https://github.com/oaustegard/claude-skills,https://github.com/oaustegard/claude-skills.git,6d521c7ae0885275a58a35cdf043b1d64cc285d0,ok,SETUP,145,MIT,Python,Claude Code|OpenCode,3,7705,7705,3,3,0,0,0,15.31
openchamber/openchamber,https://github.com/openchamber/openchamber,https://github.com/openchamber/openchamber.git,6adede5e7deade0ea6ee406deb7683275429760b,ok,SETUP,8912,MIT,TypeScript,Claude Code|OpenCode,7,18252,2274,0,0,0,0,0,19.0
OpenCoworkAI/open-codesign,https://github.com/OpenCoworkAI/open-codesign,https://github.com/OpenCoworkAI/open-codesign.git,b94d7156bf4aeb2c79892c91dc9934911a4e3741,ok,SETUP,7759,MIT,TypeScript,Claude Code|Copilot|OpenCode,4,11235,5634,1,1,0,0,0,18.65
outputty/claude-plugin,https://github.com/outputty/claude-plugin,https://github.com/outputty/claude-plugin.git,33aa8e2e451bc8a6facf9a2a0ef81df978b63d13,ok,SETUP,2,,JavaScript,Claude Code,13,21740,75,39,31,5,2,1,14.77
plugin87/ux-ui-agent-skills,https://github.com/plugin87/ux-ui-agent-skills,https://github.com/plugin87/ux-ui-agent-skills.git,93a7fbbdb3f19016fc2ea01eeec48a3895045be1,ok,SETUP,503,,JavaScript,Claude Code,23,20965,9038,8,7,1,0,0,16.57
ProjectX-collab/Vibe-Hero,https://github.com/ProjectX-collab/Vibe-Hero,https://github.com/ProjectX-collab/Vibe-Hero.git,3f39d3ebc82cf214ce01971a7438cb8b26f04982,ok,SETUP,0,MIT,Python,Claude Code,2,1144,1144,2,2,0,0,0,2.13
proyecto26/autoresearch-ai-plugin,https://github.com/proyecto26/autoresearch-ai-plugin,https://github.com/proyecto26/autoresearch-ai-plugin.git,65f6f60f5915515e0e940c9d50a063cb6a0b028f,ok,SETUP,12,MIT,Shell,,3,11663,0,12,9,2,1,0,26.21
PubCyBerry/repo-scaffold,https://github.com/PubCyBerry/repo-scaffold,https://github.com/PubCyBerry/repo-scaffold.git,f32b903775f4111c565414bf546fb87f1fdf1a29,ok,SETUP,0,MIT,Shell,Claude Code|OpenCode,5,3534,1506,10,7,2,0,1,13.93
r2cuerdame/CodeSampleX,https://github.com/r2cuerdame/CodeSampleX,https://github.com/r2cuerdame/CodeSampleX.git,694600a5ffc39d4345851cde3e33a5266773e5e5,ok,SETUP,2,Apache-2.0,Go,Claude Code,2,131,99,3,3,0,0,0,13.89
raiki61/claude-plugins,https://github.com/raiki61/claude-plugins,https://github.com/raiki61/claude-plugins.git,993c3cc757096ddb8fc267c4627afa1d271821b6,ok,SETUP,1,MIT,Python,,4,21743,0,0,0,0,0,0,11.03
RAIT-09/obsidian-agent-client,https://github.com/RAIT-09/obsidian-agent-client,https://github.com/RAIT-09/obsidian-agent-client.git,55dc9e3a3d5bfa3e2b0535585e0ea096689eec85,ok,SETUP,2363,Apache-2.0,TypeScript,Claude Code|Copilot|Gemini CLI|OpenCode,4,9688,5520,7,7,0,0,0,12.33
RediSearch/RediSearch,https://github.com/RediSearch/RediSearch,https://github.com/RediSearch/RediSearch.git,0fec147e7696235f07ed6902ffd53223badc757f,ok,SETUP,6212,NOASSERTION,Rust,Claude Code|Cursor|OpenCode,38,63756,7150,89,83,3,0,3,39.86
rohitg00/pro-workflow,https://github.com/rohitg00/pro-workflow,https://github.com/rohitg00/pro-workflow.git,7f7209d7215bced7d651209ef050c77953c298d6,ok,SETUP,2776,,JavaScript,,65,52663,212,82,73,6,0,3,5.01
sam72x1/Super_Stocks,https://github.com/sam72x1/Super_Stocks,https://github.com/sam72x1/Super_Stocks.git,b11a38e289883356cab1f15549c077ef6cb66c76,ok,SETUP,0,,Python,Claude Code,5,120424,116794,8,7,0,0,1,28.55
sangrokjung/claude-forge,https://github.com/sangrokjung/claude-forge,https://github.com/sangrokjung/claude-forge.git,d0c68952facfd8601b7c9ad08cd530851cd4d869,ok,SETUP,805,MIT,Shell,Codex CLI,61,95891,0,74,54,12,6,2,34.5
SeagullTwo/uk-planning-skills,https://github.com/SeagullTwo/uk-planning-skills,https://github.com/SeagullTwo/uk-planning-skills.git,eadf8596596e6e2b41c37dd6779ddf3d328c722a,ok,SETUP,0,MIT,,Claude Code,3,2114,1168,0,0,0,0,0,11.13
serguess/liquidator,https://github.com/serguess/liquidator,https://github.com/serguess/liquidator.git,3349092a767c1d0e6805ba2eab0c5a95c67c1de7,ok,SETUP,0,,HTML,Claude Code,17,37430,0,18,18,0,0,0,83.8
sho918/dotfiles,https://github.com/sho918/dotfiles,https://github.com/sho918/dotfiles.git,12bdaf1a14f317aa04c723e54c245d324c06d7ae,ok,SETUP,1,,Lua,Claude Code|Codex CLI,1,825,825,4,4,0,0,0,10.49
shuuter-web/game-studio,https://github.com/shuuter-web/game-studio,https://github.com/shuuter-web/game-studio.git,4e8d547348002402c32c2d2ef8fea59dd7096663,ok,SETUP,0,,HTML,Claude Code,17,9159,1479,16,16,0,0,0,13.04
SJY051/D3,https://github.com/SJY051/D3,https://github.com/SJY051/D3.git,70826853fa54ff454cc6fd804a0508e3305a5a0b,ok,SETUP,0,,Java,Claude Code|OpenCode|Codex CLI,10,1463,966,10,9,0,0,1,12.72
smrafiz/claude-supercharger,https://github.com/smrafiz/claude-supercharger,https://github.com/smrafiz/claude-supercharger.git,6da27619640167745c8125ef72a0671afe0e9e96,ok,SETUP,11,MIT,Shell,,30,16807,568,2,2,0,0,0,13.2
spencermarx/open-code-review,https://github.com/spencermarx/open-code-review,https://github.com/spencermarx/open-code-review.git,fee6905939eaa804dfd90d815cecbcb26f600d32,ok,SETUP,333,Apache-2.0,TypeScript,Claude Code|Windsurf|OpenCode,42,134628,4145,157,150,5,0,2,47.95
spencermarx/orc,https://github.com/spencermarx/orc,https://github.com/spencermarx/orc.git,cdff3e446240204f61cf0ff531f50cf138e581b3,ok,SETUP,23,,Shell,Claude Code|Windsurf|OpenCode,4,6729,4424,0,0,0,0,0,2.19
stephengpope/thepopebot,https://github.com/stephengpope/thepopebot,https://github.com/stephengpope/thepopebot.git,33f032ddedee93ee139fba0464d5a765dc10e99f,ok,SETUP,1854,MIT,JavaScript,Claude Code,27,31881,29169,0,0,0,0,0,2.24
stevencrawford/omnivue,https://github.com/stevencrawford/omnivue,https://github.com/stevencrawford/omnivue.git,646087b9ad238625d879ba5ab9ec5b0762d5e570,ok,SETUP,6,MIT,TypeScript,Copilot|OpenCode,6,6334,5402,0,0,0,0,0,12.15
